text,triplets,relations,definitions
"GRACILE syndrome is a very rare lethal autosomal recessive genetic disorder, one of the Finnish heritage diseases.","[['GRACILE syndrome', 'mode of inheritance', 'autosomal recessive']]",['mode of inheritance'],"mode of inheritance: The subject entity is characterized by the specified mode of inheritance, indicating how the genetic disorder is passed down through generations."
"Euskal Bizikleta (Spanish: Bicicleta Vasca, English: Basque Bicycle) was an annual cycling stage race held in the Basque Country in June.","[['Euskal Bizikleta', 'season starts', 'June']]",['season starts'],season starts: The subject entity marks the beginning of its season in the month specified by the object entity.
"The Victory ship differed from a Liberty ship in that SS Greece Victory were: faster, longer and wider, taller, had a thinner stack set farther toward the superstructure and had a long raised forecastle.","[['SS Greece Victory', 'vessel class', 'Victory ship']]",['vessel class'],vessel class: The subject entity is categorized or classified under the type specified by the object entity.
Posterous was based in San Francisco and funded by Y Combinator.,"[['Posterous', 'investor', 'Y Combinator']]",['investor'],investor: The subject entity received funding or investment from the entity specified by the object entity.
"The Wilhelm Busch Prize is an biennally poetry award for 10,000 , for humorous and satirical verse, administered by the Schaumburger Landschaft, named after Wilhelm Busch.","[['Wilhelm Busch Prize', 'donated by', 'Schaumburger Landschaft']]",['donated by'],donated by: The subject entity is provided or funded by the organization or entity specified by the object entity.
"Following Adolfo Ballivián's father's unexpected death in Brazil in 1855, Ballivián Coll returned to his native land.","[['Adolfo Ballivián', 'second family name in Spanish name', 'Coll']]",['second family name in Spanish name'],"second family name in Spanish name: The subject entity has a second family name as specified by the object entity, which is commonly used in Spanish naming conventions."
"The Xerox Alto is the first computer designed from its inception to support an operating system based on a graphical user interface (GUI), later using the desktop metaphor.","[['Xerox Alto', 'input method', 'Graphical user interface']]",['input method'],"input method: The subject entity utilizes the specified method for user interaction, which in this case is the graphical user interface."
"The US and China also agreed that neither Shanghai Communiqué nor any other power should ""seek hegemony in the Asia-Pacific region"".","[['Shanghai Communiqué', 'depositor', 'China']]",['depositor'],depositor: The subject entity is the entity that has deposited or contributed the specified object entity.
"Dictionary of Greek and Roman Antiquities runs to well over a million words in any edition, and all editions are now in the public domain.","[['Dictionary of Greek and Roman Antiquities', 'copyright status', 'public domain'], ['Dictionary of Greek and Roman Antiquities', 'copyright status', 'public domain']]",['copyright status'],"copyright status: The subject entity is associated with a legal status regarding its copyright, which is specified by the object entity."
"ZQ8 is an RPO code designation for the Chevrolet S-10, GMC Sonoma, and Chevrolet Colorado.","[['ZQ8', 'applies to part', 'Chevrolet Colorado'], ['ZQ8', 'applies to part', 'Chevrolet S-10']]",['applies to part'],applies to part: The subject entity is a designation or code that is relevant to or associated with the part specified by the object entity.
"Tapajós is one of the largest clearwater rivers, accounting for about 6% of the water in the Amazon basin.","[['Tapajós', 'drainage basin', 'Amazon basin']]",['drainage basin'],drainage basin: The subject entity is part of or contributes to the water system of the geographical area specified by the object entity.
"Esmeralda ( The Hunchback of Notre-Dame ) constantly attracts men with her seductive dances, and is rarely seen without her clever goat Djali.","[['Esmeralda ( The Hunchback of Notre-Dame )', 'has pet', 'Djali']]",['has pet'],has pet: The subject entity possesses or owns the animal specified by the object entity as a pet.
"Donald Triplett was first diagnosed by Leo Kanner, and was labeled as ""Case 1"".","[['Donald Triplett', 'patient of', 'Leo Kanner']]",['patient of'],patient of: The subject entity is a patient under the care or treatment of the person or entity specified by the object entity.
"The season saw Tyler Hansbrough set conference records in points (finishing with 2,872 for 2008 -- 09 Atlantic Coast Conference men 's basketball season's career) and free throws made (982), while Miami's Jack McClinton ended his career as the conference's all time three-point marksman (.440 3-point FG%).","[[""2008 -- 09 Atlantic Coast Conference men 's basketball season"", 'statistical leader', 'Tyler Hansbrough']]",['statistical leader'],statistical leader: The subject entity is recognized as the individual who achieved the highest performance or ranking in a specific statistical category during the time period or event specified by the object entity.
"In 1849 Auguste Himly took the degree of doctor of letters with two theses, one of which, Wala et Louis le Débonnaire (published in Paris in 1849), placed him in the front rank of French scholars in the province of Carolingian history.","[['Auguste Himly', 'doctoral thesis', 'Wala et Louis le Débonnaire']]",['doctoral thesis'],"doctoral thesis: The subject entity is the author of the thesis specified by the object entity, which is a formal academic work submitted in fulfillment of the requirements for a doctoral degree."
"Examples of overlap syndromes can be found in many medical specialties such as overlapping connective tissue disorders in rheumatology, and overlapping genetic disorders in cardiology.","[['Overlap syndrome', 'health specialty', 'Rheumatology']]",['health specialty'],health specialty: The subject entity is associated with or pertains to the medical specialty specified by the object entity.
"1 , 2-Dichloroethane is a colourless liquid with a chloroform-like odour.","[['1 , 2-Dichloroethane', 'phase of matter', 'Liquid']]",['phase of matter'],phase of matter: The subject entity is classified as the specified phase of matter represented by the object entity.
"Her life and work have been the subject of books and documentary films, including the film Finding Vivian Maier (2013), which premiered at the Toronto International Film Festival, and was nominated for the Academy Award for Best Documentary Feature at the 87th Academy Awards.","[['Vivian Maier', 'depicted by', 'Finding Vivian Maier']]",['depicted by'],depicted by: The subject entity is represented or portrayed in the work specified by the object entity.
"Brent Crude may refer to any or all of the components of the Brent Complex, a physically and financially traded oil market based around the North Sea of Northwest Europe; colloquially, Brent Crude usually refers to the price of the ICE Brent Crude Oil futures contract or the contract itself.","[['Brent Crude', 'source of material', 'North Sea']]",['source of material'],source of material: The subject entity is derived from or originates in the location or source specified by the object entity.
"Since the male Bombyx mori (domestic silkmoth) does not fly, Bombyx second hybrid is completely dependent on humans to reproduce.","[['Bombyx second hybrid', 'parent of this hybrid, breed, or cultivar', 'Bombyx mori']]","['parent of this hybrid, breed, or cultivar']","parent of this hybrid, breed, or cultivar: The subject entity is a parent or ancestral entity of the hybrid, breed, or cultivar specified by the object entity."
"On 10 February 1936, the first prototype (serial number M.M.274) conducted Fiat BR. 20's maiden flight.","[['Fiat BR. 20', 'first flight', '10 February 1936']]",['first flight'],first flight: The subject entity conducted its initial flight on the date specified by the object entity.
"Square Dance is a ballet made by New York City Ballet co-founder and balletmaster George Balanchine to Antonio Vivaldi's Concerto Grosso in B minor and the first movement of Square Dance ( ballet )'s Concerto Grosso in E major, Op.","[['Square Dance ( ballet )', 'choreographer', 'George Balanchine']]",['choreographer'],"choreographer: The subject entity was created or designed by the person specified by the object entity, who is responsible for the choreography of the performance."
Khan Bahadur was a title one degree higher than the title of Khan Sahib.,"[['Khan Bahadur', 'next lower rank', 'Khan Sahib']]",['next lower rank'],next lower rank: The subject entity is a rank that is one degree higher than the rank specified by the object entity.
"Oxaloacetate decarboxylase activity in a given organism may be due to activity of malic enzyme, pyruvate kinase, malate dehydrogenase, pyruvate carboxylase and PEP carboxykinase or the activity of ""real"" oxaloacetate decarboxylases.","[['Oxaloacetate decarboxylase', 'molecular function', 'oxaloacetate decarboxylase activity']]",['molecular function'],molecular function: The subject entity represents a biological molecule or component that performs the specific function described by the object entity.
Georgiy Zhukov ( ship )'s home port is currently Nizhny Novgorod.,"[['Georgiy Zhukov ( ship )', 'port of registry', 'Nizhny Novgorod']]",['port of registry'],"port of registry: The subject entity is registered at the location specified by the object entity, which serves as its official home port."
Corn gluten meal is a byproduct of corn processing that has historically been used as an animal feed.,"[['Corn gluten meal', 'by-product of', 'corn processing']]",['by-product of'],by-product of: The subject entity is a secondary product that is produced during the process of creating the object entity.
"Like the Macintosh SE/30 Macintosh Classic II replaces, the Classic II was powered by a 16 MHz Motorola 68030 CPU and 40 or 80 MB hard disk, but in contrast to its predecessor, it was limited by a 16-bit data bus (the SE/30 had a 32-bit data bus) and a 10 MB memory ceiling.","[['Macintosh Classic II', 'CPU', 'Motorola 68030']]",['CPU'],CPU: The subject entity is powered by the type of central processing unit specified by the object entity.
The Google Books initiative has been hailed for its potential to offer unprecedented access to what may become the largest online body of human knowledge and promoting the democratization of knowledge.,"[['Google Books', 'objective of project or action', 'Democratization of knowledge']]",['objective of project or action'],objective of project or action: The subject entity represents the goal or intended outcome of the project or action specified by the object entity.
"TRAPPIST-1g was found by using the transit method, in which the dimming effect that a planet causes as it crosses in front of its star is measured.","[['TRAPPIST-1g', 'discovery method', 'transit method']]",['discovery method'],discovery method: The subject entity was discovered using the method specified by the object entity.
Corieltauvi's territory was in what is now the English East Midlands.,"[['Corieltauvi', 'located in present-day administrative territorial entity', 'East Midlands']]",['located in present-day administrative territorial entity'],located in present-day administrative territorial entity: The subject entity is situated within the geographical area defined by the object entity in contemporary terms.
"The economy of Slovakia is based upon Slovakia becoming an EU member state in 2004, and adopting the euro at the beginning of 2009.","[['Economy of Slovakia', 'currency', 'Euro']]",['currency'],currency: The subject entity uses or is associated with the currency specified by the object entity.
"There are theoretical proposals of neutron-antineutron oscillations, a process that implies the violation of the baryon number conservation.","[['Antineutron', 'antiparticle', 'Neutron']]",['antiparticle'],"antiparticle: The subject entity is a type of particle that is the counterpart to the particle specified by the object entity, possessing the same mass but opposite charge and quantum numbers."
"Contested by 18 clubs, the Championnat National operates on a system of promotion and relegation with Ligue 2 and the Championnat National 2, the fourth division of French football.","[['Championnat National', 'league level above', 'Ligue 2']]",['league level above'],league level above: The subject entity is positioned at a higher level in the hierarchy of leagues compared to the object entity.
Malaria is a mosquito-borne infectious disease that affects humans and other animals.,"[['Malaria', 'has natural reservoir', 'Mosquito']]",['has natural reservoir'],"has natural reservoir: The subject entity is sustained or supported by the natural reservoir specified by the object entity, which is essential for its lifecycle or existence."
"United States v. Guzmán's charges included drug trafficking, money laundering, and murder.","[['United States v. Guzmán', 'charge', 'Murder'], ['United States v. Guzmán', 'charge', 'Money laundering']]",['charge'],charge: The subject entity is accused of or formally charged with the offense specified by the object entity.
"A3 motorway ( Romania ) will be 596 km long and will run along the route: Ploiești, Brașov, Făgăraș, Sighișoara, Târgu Mureș, Cluj-Napoca, Zalău and Oradea, connecting with Hungary's M4 motorway near Borș.","[['A3 motorway ( Romania )', 'primary destinations', 'Ploiești']]",['primary destinations'],primary destinations: The subject entity serves as a route that leads to or connects with the location specified by the object entity.
"Extending from Higgens Point on the northeast side of Lake Coeur d'Alene, a popular place for bald eagle watchers in early winter, the trail follows the lake's north shoreline to the Spokane River where North Idaho Centennial Trail follows it to the Idaho/Washington border.","[['North Idaho Centennial Trail', 'offers view on', 'Spokane River']]",['offers view on'],offers view on: The subject entity provides a visual perspective or sight of the object entity.
Kate Moss has won accolades for modelling.,"[['Kate Moss', 'source of income', 'modelling']]",['source of income'],source of income: The subject entity derives financial support or earnings from the activity or profession specified by the object entity.
"Vulvitis is inflammation of the vulva, the external female mammalian genitalia that include the labia majora, labia minora, clitoris, and introitus (the entrance to the vagina).","[['Vulvitis', 'afflicts', 'Vulva']]",['afflicts'],afflicts: The subject entity causes a condition or disease that affects the object entity.
"Superseding the Data Protection Directive 95/46/EC, the regulation contains provisions and requirements related to the processing of personal data of individuals (formally called data subjects in the GDPR) who are located in the EEA, and applies to any enterprise-regardless of General Data Protection Regulation's location and the data subjects' citizenship or residence-that is processing the personal information of data subjects inside the EEA.","[['General Data Protection Regulation', 'repeals', 'Data Protection Directive']]",['repeals'],repeals: The subject entity nullifies or abrogates the legal authority or validity of the object entity.
"Megaton Rainfall is also compatible with the Sony's virtual reality headset, PlayStation VR and was made compatible with the Oculus Rift and HTC Vive on August 9, 2018.","[['Megaton Rainfall', 'output method', 'PlayStation VR']]",['output method'],output method: The subject entity is designed to be used with the specified output method or device indicated by the object entity.
"Example organization types include a corporation, a consortium (a small group of corporations), a trade association (an industry-wide group of corporations), a national government (including Specification ( technical standard )'s military, regulatory agencies, and national laboratories and institutes), a professional association (society), a purpose-made standards organization such as ISO, or vendor-neutral developed generic requirements.","[['Specification ( technical standard )', 'implementation of', 'group']]",['implementation of'],implementation of: The subject entity is a specific instance or example that is put into practice or executed by the group specified by the object entity.
The league was renamed from Second League (II liga) to First League (I liga) in 2008.,"[['I liga', 'league level below', 'II liga']]",['league level below'],league level below: The subject entity is positioned at a league level that is lower than the level specified by the object entity.
Brahms Museum ( Hamburg ) is dedicated to the classical composer Johannes Brahms.,"[['Brahms Museum ( Hamburg )', 'statement is subject of', 'Johannes Brahms']]",['statement is subject of'],statement is subject of: The subject entity is the topic or focus of the statement specified by the object entity.
One example is the world in which Multiverse ( Michael Moorcock )'s Elric Saga takes place.,"[['Multiverse ( Michael Moorcock )', 'fictional universe described in', 'Elric saga']]",['fictional universe described in'],fictional universe described in: The subject entity represents a fictional universe that is depicted or elaborated upon in the narrative or work specified by the object entity.
"Angel Jasmine Tookes had the honours this year to wear the million dollar bra, designed by jewellery designer Eddie Borgo The Bright Night Fantasy Bra is worth $3,000,000, it is made of 9000 precious emerald gemstones and It took 700 hours to make.","[['Bright Night Fantasy Bra', 'sitter', 'Jasmine Tookes']]",['sitter'],"sitter: The subject entity is the person who wears or models the object entity, typically in a context such as a fashion show or promotional event."
A Shared House episodes were produced in a single-camera setup and were filmed in Sydney.,"[['A Shared House', 'camera setup', 'Single-camera setup']]",['camera setup'],camera setup: The subject entity was produced using the specified type of camera setup indicated by the object entity.
The Triumphal Entry of Henry IV into Paris forms a pair with Henry IV at the Battle of Ivry - both were bought by Cosimo III de' Medici in 1686.,"[['The Triumphal Entry of Henry IV into Paris', 'pendant of', 'Henry IV at the Battle of Ivry']]",['pendant of'],"pendant of: The subject entity is a work of art or an item that is paired or related to the object entity, often sharing a thematic or stylistic connection."
"The second-most widespread religion, Roman Catholicism, has a much smaller following; nevertheless, Belarus celebrates both Orthodox and Catholic versions of Christmas and Easter as national holidays.","[['Belarus', 'public holiday', 'Easter'], ['Belarus', 'public holiday', 'Christmas']]",['public holiday'],"public holiday: The subject entity designates the event specified by the object entity as a public holiday, recognized and celebrated by the community or nation."
"Developed by the Haas'sche Schriftgiesserei (Haas Type Foundry) of Münchenstein, Switzerland, Helvetica's release was planned to match a trend: a resurgence of interest in turn-of-the-century ""grotesque"" sans-serifs among European graphic designers, that also saw the release of Univers by Adrian Frutiger the same year.","[['Helvetica', 'type foundry', 'Haas Type Foundry']]",['type foundry'],"type foundry: The subject entity was created or produced by the entity specified as the object, which is a type foundry known for its work in typeface design."
"Cholinergic neurons provide the primary source of acetylcholine to the cerebral cortex, and promote cortical activation during both wakefulness and rapid eye movement sleep.","[['Cholinergic neuron', 'activating neurotransmitter', 'Acetylcholine']]",['activating neurotransmitter'],activating neurotransmitter: The subject entity serves as a neurotransmitter that activates or stimulates the function of the object entity.
Road coloring theorem was proved by Avraham Trahtman (2009).,"[['Road coloring theorem', 'solved by', 'Avraham Trahtman']]",['solved by'],solved by: The subject entity was resolved or proven by the individual or entity specified by the object entity.
"STS-125, or HST-SM4 (Hubble Space Telescope Servicing Mission 4), was the fifth and final Space Shuttle mission to the Hubble Space Telescope (HST) and the last solo flight of the Space Shuttle Atlantis.","[['STS-125', 'vessel', 'Space Shuttle Atlantis']]",['vessel'],vessel: The subject entity is the name of a mission or operation that is associated with the vehicle specified by the object entity.
Montasio was awarded a protected designation of origin (PDO) in 1986.,"[['Montasio', 'product certification', 'protected designation of origin']]",['product certification'],"product certification: The subject entity has received a certification that signifies it meets specific standards or criteria, as indicated by the object entity."
"Kringle (/krŋl/, listen ) is a Scandinavian pastry, a Nordic variety of pretzel.","[['Kringle', 'partially coincident with', 'Pretzel']]",['partially coincident with'],"partially coincident with: The subject entity shares some characteristics or features with the object entity, indicating that they have overlapping attributes or classifications but are not entirely the same."
Luftvärnsrobotvagn 701 (abbreviated lvrbv 701) is a Swedish self-propelled anti-aircraft vehicle armed with the locally produced short range RBS 70 surface-to-air missile system.,"[['Luftvärnsrobotvagn 701', 'armament', 'RBS 70']]",['armament'],armament: The subject entity is equipped with or carries the weaponry or defense system specified by the object entity.
"Lebedev (Russian: ), or Lebedeva (feminine; ) is a common Russian family name derived from the word  (lebed, meaning ""swan"").","[['Lebedev', 'gender inflection of surname', 'Lebedeva']]",['gender inflection of surname'],"gender inflection of surname: The subject entity represents a masculine form of a surname, while the object entity represents the corresponding feminine form of that surname."
"The MS 61 trains first entered service on 29 June 1967, and were the first type of trains to be produced specifically for the RER project.","[['MS 61', 'service entry', '29 June 1967']]",['service entry'],service entry: The subject entity began its operational service on the date specified by the object entity.
"Gribouille ( film ) was shot at the Billancourt Studios in Paris, with sets designed by the art director Alexandre Trauner.","[['Gribouille ( film )', 'production designer', 'Alexandre Trauner']]",['production designer'],"production designer: The subject entity was designed or created by the person or entity specified by the object entity, typically referring to the visual and aesthetic aspects of the subject entity."
A network switch is a multiport network bridge that uses MAC addresses to forward data at the data link layer (layer 2) of the OSI model.,"[['Network switch', 'OSI Model layer location', 'Data link layer']]",['OSI Model layer location'],OSI Model layer location: The subject entity is associated with or situated in the specific layer of the OSI model indicated by the object entity.
The Fall ( 2006 film )'s costume design is by Eiko Ishioka.,"[['The Fall ( 2006 film )', 'costume designer', 'Eiko Ishioka']]",['costume designer'],costume designer: The subject entity is associated with the individual or entity specified by the object entity as the designer responsible for the costumes in the subject entity.
"In doing so, R v Shivpuri overturned its own ruling the year before in Anderton v Ryan, applying the Practice Statement of 1966.","[['R v Shivpuri', 'cites work', 'Anderton v Ryan'], ['R v Shivpuri', 'overrules', 'Anderton v Ryan']]","['cites work', 'overrules']","cites work: The subject entity references or mentions the work specified by the object entity as part of its legal reasoning or context.

overrules: The subject entity nullifies or reverses the legal decision or precedent established by the object entity."
"En Kitō (, Kitō En, born June 30) is a Japanese manga artist.","[['En Kitō', 'birthday', 'June 30']]",['birthday'],birthday: The subject entity was born on the date specified by the object entity.
"Eega's Hindi-dubbed version, Makkhi, which was released on 12 October 2012, had not achieved equivalent commercial success as of June 2015.","[['Eega', 'Kijkwijzer rating', '12']]",['Kijkwijzer rating'],"Kijkwijzer rating: The subject entity has been assigned a Kijkwijzer rating, which is a classification indicating the suitability of the content for different age groups, represented by the object entity."
"Therefore, this template should never appear on a page that has ""(disambiguation)"" in Shoplifters's title - in that case use {{R to disambiguation page}} instead.","[['Shoplifters', 'MPAA film rating', 'R']]",['MPAA film rating'],"MPAA film rating: The subject entity is assigned a film rating by the MPAA, which indicates the suitability of the film for various audiences based on its content."
"Initially undifferentiated, the tubercle develops into either a penis or a clitoris during the development of the reproductive system depending on exposure to androgens (which are primarily male hormones).","[['Clitoris', 'sexually homologous with', 'Penis']]",['sexually homologous with'],"sexually homologous with: The subject entity shares a common evolutionary origin or developmental pathway with the object entity, indicating that they are derived from the same structure and have similar anatomical features, despite potentially differing in function or appearance."
"2000 WTA German Open was one of two Tier I events that took place on red clay in the build-up to the second Grand Slam of the year, the French Open.","[['2000 WTA German Open', 'surface played on', 'clay']]",['surface played on'],surface played on: The subject entity is played on the surface specified by the object entity.
Audion ( software ) was retired on 11 November 2004.,"[['Audion ( software )', 'discontinued date', '11 November 2004']]",['discontinued date'],discontinued date: The subject entity was no longer available or supported after the date specified by the object entity.
"vMac and Mini vMac emulate a Macintosh Plus and can run Apple Macintosh System versions 1.1 to 7.5.5. vMac and Mini vMac support CPU emulation from Motorola 68000 to 68040, display output, sound, floppy disk insert, HFV image files, and more.","[['VMac', 'emulates', 'Macintosh Plus']]",['emulates'],"emulates: The subject entity simulates or replicates the functionality of the object entity, allowing it to perform tasks or run software as if it were the specified entity."
"Robert Reece wrote many successful musical burlesques, comic operas, farces and adaptations from the French, including the English-language adaptation of the operetta Les cloches de Corneville, which became the longest-running piece of musical theatre in history up to that time.","[['Robert Reece', 'contributed to creative work', 'Les cloches de Corneville']]",['contributed to creative work'],contributed to creative work: The subject entity played a role in the creation or development of the work specified by the object entity.
1128 Astrid is the parent body of the Astrid family and measures approximately 40 kilometers in diameter.,"[['1128 Astrid', 'asteroid family', 'Astrid family']]",['asteroid family'],asteroid family: The subject entity is classified as a member of the asteroid family specified by the object entity.
From the deep palmar arch emerge palmar metacarpal arteries.,"[['Deep palmar arch', 'has anatomical branch', 'Palmar metacarpal arteries']]",['has anatomical branch'],has anatomical branch: The subject entity possesses or gives rise to the anatomical structure specified by the object entity.
"Two major rivers, the Tigris and Euphrates, run south through Iraq and into the Shatt al-Arab near the Persian Gulf.","[['Iraq', 'lowest point', 'Persian Gulf']]",['lowest point'],"lowest point: The subject entity is at the lowest elevation or depth relative to the object entity, indicating that the subject is situated at a lower geographical point compared to the object."
"Skycaps often wait near the curb or in the baggage claim area, so that Skycap can meet passengers as they arrive with luggage.","[['Skycap', 'people or cargo transported', 'Baggage']]",['people or cargo transported'],people or cargo transported: The subject entity is responsible for the transportation of the people or cargo specified by the object entity.
"The League of German Girls or Band of German Maidens (German: Bund Deutscher Mädel, abbreviated as BDM) was the girls' wing of the Nazi Party youth movement, the Hitler Youth.","[['League of German Girls', 'youth wing', 'Hitler Youth']]",['youth wing'],youth wing: The subject entity is a division or branch that serves as the youth organization associated with the object entity.
"Although the walking is always easy and never remote, Pieterpad is a varied and often beautiful walk, passing through woods, polders, heathland, and numerous small Dutch villages.","[['Pieterpad', 'degree of difficulty', 'easy']]",['degree of difficulty'],degree of difficulty: The subject entity is characterized by the level of challenge or ease indicated by the object entity.
"In Cyberman's first appearance, The Tenth Planet (1966), they are humans from Earth's nearly identical ""twin planet"" of Mondas who upgraded themselves into cyborgs in a bid for self-preservation.","[['Cyberman', 'home world', 'Mondas']]",['home world'],home world: The subject entity originates from or is associated with the location specified by the object entity.
MIM-23 Hawk's low-level performance was greatly improved over Nike through the adoption of new radars and a continuous wave semi-active radar homing guidance system.,"[['MIM-23 Hawk', 'guidance system', 'Semi-active radar homing']]",['guidance system'],guidance system: The subject entity utilizes the specified system or technology for guidance or control purposes.
"Under the Canadian constitution, all of the power to exercise these activities is actually vested in the monarch of Canada, but in practice the monarch (who is the head of state) or Prime Minister of Canada's representative, the governor general of Canada, approves them routinely, and their role is largely ceremonial, and their powers are only exercised under the advice of the prime minister.","[['Prime Minister of Canada', 'appointed by', 'Governor General of Canada']]",['appointed by'],appointed by: The subject entity is designated or selected for a position by the object entity.
As of 2016 Joanne Missingham has a Go ranking of 7 dan.,"[['Joanne Missingham', 'dan/kyu rank', '7 dan']]",['dan/kyu rank'],"dan/kyu rank: The subject entity holds a rank in the dan/kyu ranking system specified by the object entity, indicating their level of skill or proficiency in the relevant discipline."
"Furthermore, the subsidiary includes Mopar, Chrysler's automotive parts and accessories division, and SRT, its performance automobile division.","[['Chrysler', 'business division', 'Mopar']]",['business division'],"business division: The subject entity is a division or segment of the business specified by the object entity, focusing on a particular area of operations or products."
KV63 was found in 2005 by a team of archaeologists led by Dr. Otto Schaden.,"[['KV63', 'excavation director', 'Otto Schaden']]",['excavation director'],excavation director: The subject entity was directed in its excavation by the person or entity specified by the object entity.
"Azanide is produced by deprotonation of ammonia, usually with strong bases or an alkali metal.","[['Azanide', 'conjugate acid', 'Ammonia']]",['conjugate acid'],"conjugate acid: The subject entity is the conjugate acid of the base entity specified by the object entity, indicating that the subject can be formed from the deprotonation of the object."
Uncontrolled airspace is airspace where an Air Traffic Control (ATC) service is not deemed necessary or cannot be provided for practical reasons.,"[['Uncontrolled airspace', 'does not have quality', 'Air traffic control']]",['does not have quality'],does not have quality: The subject entity lacks the quality or characteristic specified by the object entity.
"Caltha palustris, known as marsh-marigold and kingcup, is a small to medium size perennial herbaceous plant of the buttercup family, native to marshes, fens, ditches and wet woodland in temperate regions of the Northern Hemisphere.","[['Caltha palustris', 'habitat', 'Marsh']]",['habitat'],habitat: The subject entity is found in or is characteristic of the environment or ecological area specified by the object entity.
"McLaren's Lewis Hamilton finished in second place, and 2011 Spanish Grand Prix's teammate Jenson Button completed the podium in third position.","[['2011 Spanish Grand Prix', 'fastest lap', 'Lewis Hamilton']]",['fastest lap'],fastest lap: The subject entity represents an event or competition in which the object entity achieved the fastest lap time.
Bruns nystagmus is also associated with an increased incidence of balance disturbance in patients with vestibular schwannoma.,"[['Bruns nystagmus', 'suggests the existence of', 'Vestibular schwannoma']]",['suggests the existence of'],suggests the existence of: The subject entity indicates or implies the presence or occurrence of the object entity.
"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp.","[['Hairstyle', 'has contributing factor', 'haircut']]",['has contributing factor'],has contributing factor: The subject entity is influenced or affected by the factor specified by the object entity.
"As part of a plea bargain wherein Gary Ridgway agreed to disclose the locations of still-missing women, he was spared the death penalty and received a sentence of life imprisonment without parole.","[['Gary Ridgway', 'penalty', 'Life imprisonment']]",['penalty'],penalty: The subject entity received the specified type of punishment or consequence as determined by a legal or judicial process.
"In that sense, blogging can be seen as a form of social networking service.","[['Blog', 'immediate cause of', 'blogging']]",['immediate cause of'],immediate cause of: The subject entity is a direct factor or reason that leads to the occurrence or existence of the object entity.
"70 Panopaea's orbit is close to those of the Eunomia asteroid family; however, Panopaea is a dark, primitive carbonaceous C-type asteroid in contrast to the S-type asteroids of the Eunomian asteroids.","[['70 Panopaea', 'asteroid spectral type', 'C-type asteroid']]",['asteroid spectral type'],"asteroid spectral type: The subject entity is classified under the spectral type specified by the object entity, indicating its composition and characteristics."
"Introduced in the 1983 film Return of the Jedi, Nien Nunb was brought to life both as a puppet and a costumed actor during the film.","[['Nien Nunb', 'first appearance', 'Return of the Jedi']]",['first appearance'],first appearance: The subject entity made its initial appearance in the work or medium specified by the object entity.
U-3 carried out a total of five combat patrols; German submarine U-3 ( 1935 ) sank two ships while under the command of Joachim Schepke.,"[['German submarine U-3 ( 1935 )', 'commanded by', 'Joachim Schepke']]",['commanded by'],commanded by: The subject entity was under the leadership or authority of the person specified by the object entity.
"Esther Gentle and Abraham Rattner's papers were donated to the Archives of American Art, Smithsonian Institution.","[['Esther Gentle', 'archives at', 'Archives of American Art']]",['archives at'],"archives at: The subject entity is associated with or stored in the location specified by the object entity, which serves as an archive or repository for the subject."
Generic flatness are due to Alexander Grothendieck.,"[['Generic flatness', 'proved by', 'Alexander Grothendieck']]",['proved by'],proved by: The subject entity was demonstrated or established as true by the person or entity specified by the object entity.
"In October 2016, Conservative Review announced the launch of CRTV, an online television network, with shows by Mark Levin, Michelle Malkin, Steven Crowder, Mark Steyn, Gavin McInnes, Steve Deace, and Matt Kibbe.","[['Conservative Review', 'editor-in-chief', 'Mark Levin']]",['editor-in-chief'],"editor-in-chief: The subject entity is the publication or organization that is overseen by the person specified by the object entity, who holds the position of editor-in-chief."
Sony α7R IV was announced on 16 July 2019 as the successor to the Sony 7R III launched two years prior.,"[['Sony α7R IV', 'announcement date', '16 July 2019']]",['announcement date'],announcement date: The subject entity was officially announced on the date specified by the object entity.
"First broadcast in October 2004 twice a week from radio station WMQM, per Edwards The Political Cesspool has been simulcast on Stormfront Radio, a service of the white nationalist Stormfront website and as of 2011 is broadcast on Saturday nights on WLRM, a blues and southern soul radio station in Millington, Tennessee.","[['The Political Cesspool', 'broadcast by', 'WMQM']]",['broadcast by'],broadcast by: The subject entity is transmitted or aired by the entity specified as the object.
"John Thompson ( Manitoba politician ) served in the Legislative Assembly of Manitoba from 1953 to 1962 as a Progressive Conservative, and held several cabinet posts in the government of Dufferin (Duff) Roblin.","[['John Thompson ( Manitoba politician )', 'stated in', 'Legislative Assembly of Manitoba']]",['stated in'],stated in: The subject entity is mentioned or referenced within the context of the object entity.
"The Lubomirski family's coat of arms is the Drużyna coat of arms, which is similar to the Szreniawa coat of arms but without a cross.","[['Lubomirski', 'coat of arms', 'Drużyna coat of arms']]",['coat of arms'],coat of arms: The subject entity possesses or is represented by the coat of arms specified by the object entity.
"The Breitspurbahn ([batpuban], translation: broad-gauge railway) was a planned 3,000 mm (9 ft 10 ¹ in) broad-gauge railway, proposed by Adolf Hitler during the Nazi regime in Germany, supposed to run with double-deck coaches between major cities of Grossdeutschland, Hitler's expanded Germany, and neighbouring states.","[['Breitspurbahn', 'track gauge', 'Broad-gauge railway']]",['track gauge'],"track gauge: The subject entity refers to a railway system that is designed to operate on the specified width between the rails, as indicated by the object entity."
